Discriminator_A_avg_losses,Discriminator_B_avg_losses,Generator_A_avg_losses,Generator_B_avg_losses,cycle_A_avg_losses,cycle_B_avg_losses
0.20805953443050385,0.225419819355011,0.4631801247596741,0.4672674536705017,2.6987080574035645,2.6712052822113037
0.15761885046958923,0.16605626046657562,0.4779827892780304,0.4848426878452301,2.3254668712615967,2.2293264865875244
0.16308502852916718,0.17952729761600494,0.426254540681839,0.46045565605163574,2.1262903213500977,1.9905023574829102
0.1670459806919098,0.17552469670772552,0.42609062790870667,0.45671218633651733,1.9509029388427734,1.8237049579620361
0.1525096446275711,0.17170658707618713,0.42529529333114624,0.44330695271492004,1.8523205518722534,1.7146509885787964
0.1492009460926056,0.16798923909664154,0.4242684841156006,0.47996073961257935,1.772098183631897,1.6361218690872192
0.12187853455543518,0.2017270177602768,0.386752724647522,0.5565240383148193,1.6738122701644897,1.5591779947280884
0.10551159828901291,0.1664506196975708,0.39357656240463257,0.5879095792770386,1.6494005918502808,1.5229742527008057
0.10707725584506989,0.16228681802749634,0.4111042320728302,0.5843191742897034,1.6575063467025757,1.5284982919692993
0.08999745547771454,0.16154983639717102,0.42052406072616577,0.594031572341919,1.6094757318496704,1.4668315649032593
0.08957094699144363,0.16189314424991608,0.4175121784210205,0.6014681458473206,1.5892820358276367,1.446380376815796
0.0923416018486023,0.16216927766799927,0.4372681975364685,0.6070811748504639,1.551137089729309,1.4124292135238647
0.08101517707109451,0.14949949085712433,0.42718735337257385,0.6012313365936279,1.561402440071106,1.4079731702804565
0.0844300389289856,0.15182067453861237,0.4485150873661041,0.6026087999343872,1.520444393157959,1.3776516914367676
0.08354807645082474,0.1447485238313675,0.44852423667907715,0.6052348613739014,1.502099871635437,1.3609274625778198
0.5691847205162048,0.13562816381454468,0.46696195006370544,0.6744736433029175,1.89124596118927,1.6084028482437134
0.24015925824642181,0.5405221581459045,0.8314225077629089,0.28616535663604736,1.6376229524612427,1.4628658294677734
0.22391128540039062,0.24927696585655212,0.2800939977169037,0.3266974091529846,2.151564359664917,2.0540056228637695
0.22899509966373444,0.2457474172115326,0.26782864332199097,0.3190988302230835,1.6778823137283325,1.558003306388855
0.2239101380109787,0.24352151155471802,0.2706233263015747,0.3230122923851013,1.5323799848556519,1.4211831092834473
0.22230802476406097,0.24424625933170319,0.27398020029067993,0.3226422369480133,1.4478182792663574,1.3397384881973267
0.21421366930007935,0.2441968321800232,0.27970606088638306,0.33407068252563477,1.4073563814163208,1.3064459562301636
0.20560099184513092,0.24308334290981293,0.28902092576026917,0.35059693455696106,1.3652782440185547,1.260811448097229
0.19447863101959229,0.23928602039813995,0.2953234016895294,0.39357736706733704,1.355332851409912,1.2530572414398193
0.15846359729766846,0.23794668912887573,0.2995098829269409,0.44401299953460693,1.3305232524871826,1.2318733930587769
0.16038170456886292,0.23892433941364288,0.2984393537044525,0.47553613781929016,1.3302775621414185,1.2218729257583618
0.11364489793777466,0.23738695681095123,0.293243944644928,0.500633716583252,1.3013123273849487,1.2065374851226807
0.11052793264389038,0.23962923884391785,0.2928721010684967,0.5241365432739258,1.2969834804534912,1.2027875185012817
0.10411062091588974,0.23607386648654938,0.2965146005153656,0.5461930632591248,1.2982643842697144,1.1897879838943481
0.09444724023342133,0.23736979067325592,0.2981708347797394,0.5506129860877991,1.2829022407531738,1.1864699125289917
0.09206104278564453,0.23336130380630493,0.2997649908065796,0.5602436661720276,1.2713685035705566,1.1713632345199585
0.2894885838031769,0.235534206032753,0.3004613220691681,0.5836057662963867,1.3055037260055542,1.194187879562378
0.25321537256240845,0.23484835028648376,0.30420324206352234,0.2631819546222687,1.200885534286499,1.081565022468567
0.24812191724777222,0.2316374033689499,0.3077879846096039,0.2640553414821625,1.1764951944351196,1.0495973825454712
0.24707406759262085,0.23599831759929657,0.3060504198074341,0.2658593952655792,1.1740442514419556,1.0453770160675049
0.24626554548740387,0.2283000946044922,0.2974589169025421,0.2674042582511902,1.1497143507003784,1.0250412225723267
0.24514296650886536,0.2319675087928772,0.3069742023944855,0.27079683542251587,1.1366244554519653,1.0140862464904785
0.24417509138584137,0.2292153537273407,0.3122885823249817,0.27322110533714294,1.13321053981781,1.0136643648147583
0.24098585546016693,0.2241906076669693,0.3036380112171173,0.27891162037849426,1.12128746509552,0.9986714720726013
0.23479875922203064,0.22995184361934662,0.3168896734714508,0.2993708550930023,1.1318942308425903,0.9974328875541687
0.2056761384010315,0.22204957902431488,0.31364017724990845,0.3578796088695526,1.1297507286071777,1.0142710208892822
0.13856646418571472,0.22011753916740417,0.3166664242744446,0.4705076813697815,1.1639697551727295,1.0498889684677124
0.18577279150485992,0.22561341524124146,0.32668203115463257,0.5396428108215332,1.164613127708435,1.0515470504760742
0.21515029668807983,0.21372176706790924,0.3186275064945221,0.310414582490921,1.1196742057800293,0.9952148795127869
0.11501367390155792,0.2105839103460312,0.33092641830444336,0.4872780442237854,1.1372406482696533,1.023158311843872
0.10427325963973999,0.20569247007369995,0.34303247928619385,0.526638925075531,1.1553939580917358,1.0497568845748901
0.10105475038290024,0.198613241314888,0.35965201258659363,0.5360231399536133,1.1556942462921143,1.0442639589309692
0.09855066239833832,0.19484594464302063,0.36909645795822144,0.5487698912620544,1.1531219482421875,1.0413130521774292
0.09913961589336395,0.18612881004810333,0.3708835542201996,0.5444551706314087,1.1618640422821045,1.0441609621047974
0.14982084929943085,0.18521904945373535,0.3824378252029419,0.5661085844039917,1.1519415378570557,1.0466269254684448
0.1758776754140854,0.18192505836486816,0.39768603444099426,0.3610067069530487,1.133230447769165,1.0125514268875122
0.09520647674798965,0.16556598246097565,0.4049583673477173,0.5314412713050842,1.1538742780685425,1.0472259521484375
0.09846773743629456,0.16222666203975677,0.4147889018058777,0.549854040145874,1.1498874425888062,1.031510829925537
0.0979410856962204,0.15261438488960266,0.43526691198349,0.5491616725921631,1.1676058769226074,1.0481617450714111
0.08991169184446335,0.37663522362709045,0.4211023151874542,0.5714316964149475,1.1180983781814575,1.0015562772750854
0.09381956607103348,0.24781309068202972,0.2635003924369812,0.570435106754303,1.073201060295105,0.9761284589767456
0.08921783417463303,0.24351604282855988,0.26835453510284424,0.5652727484703064,1.0615962743759155,0.968298614025116
0.10332692414522171,0.23785346746444702,0.2788887321949005,0.5624468922615051,1.0516332387924194,0.9551146030426025
0.0884530246257782,0.21175041794776917,0.315152108669281,0.5682644248008728,1.0809496641159058,0.9845750331878662
0.08389152586460114,0.15644174814224243,0.4194973111152649,0.5962287187576294,1.1224709749221802,1.027769684791565
0.08421856164932251,0.13204137980937958,0.44818633794784546,0.5908231139183044,1.133541226387024,1.0268869400024414
0.08705390989780426,0.12450829148292542,0.4812413454055786,0.5800411701202393,1.1352299451828003,1.028619647026062
0.08643712848424911,0.20804956555366516,0.4274931848049164,0.5800889730453491,1.0956676006317139,0.995343029499054
0.08323673158884048,0.11503449082374573,0.47962814569473267,0.5953581929206848,1.1253108978271484,1.0142165422439575
0.09929683804512024,0.11965849995613098,0.4902230501174927,0.5566795468330383,1.130363941192627,1.0121572017669678
0.08324191719293594,0.11834248155355453,0.49033045768737793,0.594219982624054,1.1219955682754517,1.0052080154418945
0.08049095422029495,0.11550318449735641,0.501872181892395,0.600091814994812,1.1139060258865356,0.9994516372680664
0.08440986275672913,0.1134616956114769,0.5151469707489014,0.6050451397895813,1.1213687658309937,0.9960050582885742
0.6831291317939758,0.10677585005760193,0.5515817403793335,0.7947032451629639,1.3027459383010864,1.1733170747756958
0.25379592180252075,0.0985722690820694,0.521586537361145,0.2642214596271515,1.0810033082962036,0.9468861818313599
0.25118228793144226,0.10852940380573273,0.5181288123130798,0.26153287291526794,1.0520180463790894,0.9060707688331604
0.2499326765537262,0.09549011290073395,0.5411798357963562,0.26119616627693176,1.056138038635254,0.8999132513999939
0.24932478368282318,0.09644671529531479,0.5399351119995117,0.26126036047935486,1.0365818738937378,0.8821291327476501
0.2483452558517456,0.10171249508857727,0.5318953394889832,0.2617126405239105,1.0536776781082153,0.8889139294624329
0.2480187565088272,0.09967435896396637,0.5307608246803284,0.2615451216697693,1.0342707633972168,0.8690702319145203
0.24729333817958832,0.1090276911854744,0.5177159309387207,0.2624325156211853,1.0309849977493286,0.8628729581832886
0.24702088534832,0.10501832515001297,0.5185645818710327,0.2626826763153076,1.0163702964782715,0.8520604968070984
0.2416551411151886,0.9146507382392883,0.9632734060287476,0.2724638283252716,1.5401360988616943,1.4462077617645264
0.24487441778182983,0.2531076669692993,0.2608368694782257,0.26603251695632935,1.088788390159607,0.9313843250274658
0.24499823153018951,0.2513691782951355,0.2589871883392334,0.2663804292678833,1.0077242851257324,0.8626089096069336
0.24475112557411194,0.250434547662735,0.2584323287010193,0.26880592107772827,0.9594701528549194,0.8126107454299927
0.24453331530094147,0.2501397728919983,0.2584485709667206,0.2696852385997772,0.9346458911895752,0.7976120114326477
0.24400009214878082,0.24962489306926727,0.25864893198013306,0.27068331837654114,0.9258294105529785,0.7918466925621033
0.24309851229190826,0.24941228330135345,0.25859329104423523,0.27405235171318054,0.9019524455070496,0.7735166549682617
0.24389255046844482,0.24927330017089844,0.25909098982810974,0.2768089771270752,0.8841593265533447,0.7644315361976624
0.2419474720954895,0.2492343634366989,0.25969061255455017,0.2795310616493225,0.885540783405304,0.7558145523071289
0.2418387532234192,0.24906526505947113,0.2600347697734833,0.28052854537963867,0.8711170554161072,0.7485550045967102
0.24076172709465027,0.24932749569416046,0.2606476843357086,0.2840571701526642,0.8642362356185913,0.7392029166221619
0.2404337376356125,0.25019922852516174,0.26217585802078247,0.28461915254592896,0.8574652671813965,0.7354505658149719
0.23917964100837708,0.24912956357002258,0.2619827091693878,0.288198858499527,0.843883216381073,0.7288573980331421
0.2379601001739502,0.2527366578578949,0.2657214105129242,0.2874129116535187,0.8408231735229492,0.7219811081886292
0.23642277717590332,0.250217080116272,0.2644203305244446,0.293593168258667,0.8462517857551575,0.7355422973632812
0.23664437234401703,0.24851812422275543,0.26344606280326843,0.29903024435043335,0.8308824300765991,0.7202644348144531
0.2339520901441574,0.2521551549434662,0.26773130893707275,0.3034566044807434,0.8339613080024719,0.7232223749160767
0.23412702977657318,0.25127577781677246,0.2678241431713104,0.30317115783691406,0.8312437534332275,0.7199934720993042
0.22924914956092834,0.24855370819568634,0.2655574083328247,0.31497856974601746,0.820543646812439,0.7199710011482239
0.22329647839069366,0.2506609857082367,0.26866424083709717,0.32656317949295044,0.8304839134216309,0.728644847869873
0.21227504312992096,0.24999363720417023,0.26929453015327454,0.3461085557937622,0.8249167799949646,0.7263432145118713
0.19195392727851868,0.24898384511470795,0.2701580822467804,0.3701362907886505,0.8313847780227661,0.7383124232292175
0.17547611892223358,0.24929320812225342,0.2712797522544861,0.4153745472431183,0.8331723213195801,0.7436360120773315
